contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
,,Only e-Bid,,,,"Bhadrapur-4, Jhapa",0.00,08-08-2022,BDP/CONSTRUCTION/WORKS/NCB-003/077-78,"Construction of Science Park, Bhadrapur-9",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Rautaha-Ashishdeep J/V,Rautaha Construction Pvt. Ltd,Ashishdeep Nirman Sewa,,Joint Venture,,24-08-2022,11-08-2022,,19-08-2022,25100.00,2077/78,,51151,No,0.00,40,,Works,NCB,"Construction of Science park with different parts such as: Construction of Blacktopped road, Construction of Public Washroom, Exhibition block, Guard house, children park and other miscellaneous works",2566,"Bhadrapur Municipality, Jhapa",60,40,,Goverment,02-08-2022,15924367.00,302606786,300206489,,0,BDP/CONSTRUCTION/WORKS/NCB-003/077-78
,,Only e-Bid,,,,"Jorpati, Kathmandu",43803579.39,10-07-2019,04/Bhadrapur/Mun/NCB/Works,Construction work at Kamaldhap Simsar Chhetra,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,R&C-NAYA YUG J/V,R & C Builders,Naya Yug Nirman Sewa Pvt. Ltd,,Joint Venture,,15-06-2023,10-07-2019,,15-06-2023,68578615.06,,,002/Bhadrapur,No,0.00,25,,Works,NCB,Construction works at Kamaldhap Simsar Chhetra at Ward-2,2566,"Bhadrapur Municipality, Jhapa",51,49,,Goverment,10-07-2019,9385221.61,302751950,603199538,,0,04/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,,,,"Gokarneshowr-5, Kathmandu",2160158.14,08-04-2021,BDP/ROAD/WORKS/NCB-003/77-78,Blacktopped road Maintenance,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gopidurga Construction Pvt. Ltd,Gopidurga Construction Pvt. Ltd,,,Single,,13-01-2023,08-04-2021,,13-01-2023,2942717.74,2077/78,,BDP/MUN/WORKS/002-77/78,No,0.00,100,,Works,NCB,"Maintenance of Blacktopped road of Bhanuchowk to Bhoktabari road-6, Bhanu smriti school to Bhogendra gautam house road-8, Healthpost to Sangam chowk road-6, Kana chowk to Maitri chowk-6",2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,08-04-2021,520941.26,606699741,,,0,BDP/ROAD/WORKS/NCB-003/77-78
,,Only e-Bid,,,,"Gokarneshowr-5, Kathmandu",3729631.56,08-04-2021,BDP/ROAD/WORKS/NCB-002/077-78,Blacktopped road maintenance at ward-8,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gopidurga Construction Pvt. Ltd,Gopidurga Construction Pvt. Ltd,,,Single,,13-01-2023,08-04-2021,,13-01-2023,4691278.72,2077/78,,BDP/MUN/WORKS/02/077-78,No,0.00,100,,Works,NCB,"Black topped road maintenance of Jaycees Marga-8, Campus mode to campus road-8, Hospital chowk to tribhuwan chowk-8, Hospital road",2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,08-04-2021,2195000.00,606699741,,,0,BDP/ROAD/WORKS/NCB-002/077-78
,,Only e-Bid,,,,"Gokarneshowr-5, Kathmandu",2561582.88,08-04-2021,BDP/ROAD/WORKS/NCB-001/077-78,"Blacktopped road maintenance at ward-1/2,9,10",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gopidurga Construction Pvt. Ltd,Gopidurga Construction Pvt. Ltd,,,Single,,13-01-2023,08-04-2021,,13-01-2023,3310515.87,2077/78,,BDP/MUN/WORKS/002/077-78,No,0.00,100,,Works,NCB,"Maintenance of Black topped road of Sagarmatha to Dhasarathpur road-1/2, Devkota marga-9, Nabil bank road to Kali mandir road-10",2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,08-04-2021,1225000.00,606699741,,,0,BDP/ROAD/WORKS/NCB-001/077-78
,,Only e-Bid,,,,"Bhadrapur-10, Jhapa",13981834.09,28-05-2020,025/Bhadrapur/Mun/NCB/Works,Construction of RCC drain from Janta chowk to Mechi Bhansar road ward-5/6,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Purwanchal Construction Pvt. Ltd,Purwanchal Construction Pvt. Ltd,,,Single,,13-01-2023,28-05-2020,,13-01-2023,19383303.13,,,05/07/Bhadrapur/Works,No,0.00,100,,Works,NCB,Construction of RCC drain from Janta Chowk to Mechi Bhansar road at ward 5/6,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,28-05-2020,12492044.46,301770123,,,0,025/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,,,,"Bhadrapur-2, Jhapa",3697700.49,12-06-2020,016/Bhadrapur/Mun/NCB/Works,Construction of Sagarmatha school building at ward-02,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kerung Nirman Sewa,Kerung Nirman Sewa,,,Single,,13-01-2023,12-06-2020,,13-01-2023,5311593.65,,,04/04/Bhadrapur/Works,No,0.00,100,,Works,NCB,Construction of Sagarmatha school building at ward-02,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,12-06-2020,1178951.33,301460880,,,0,016/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,,,,"Gokarneshowr-5, Kathmandu",2565360.84,12-06-2020,019/Bhadrapur/Mun/NCB/Works,Construction of Compound wall at Science park,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gopidurga Construction Pvt. Ltd,Gopidurga Construction Pvt. Ltd,,,Single,,13-01-2023,12-06-2020,,13-01-2023,3520148.95,,,05/01/Bhadrapur/Works,No,0.00,100,,Works,NCB,Construction of Compound wall at Science park at Bhadrapur-9,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,12-06-2020,1701496.17,606699741,,,0,019/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,,,,"Gaighat-4, Udaypur",7386390.87,12-05-2020,007/Bhadrapur/Mun/NCB/Works,Construction of Compound wall at Science park-09,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kankai Nirman Sewa,Kankai Nirman Sewa,,,Single,,13-01-2023,12-05-2020,,13-01-2023,10908534.06,,,03/01/Bhadrapur/Works,No,0.00,100,,Works,NCB,"Construction of Compound wall at science park, Bhadrapur-09",2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,12-05-2020,5753985.94,300137208,,,0,007/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,,,,"Bhadrapur, Jhapa",7767721.10,03-07-2019,09/Bhadrapur/Mun/NCB/Works,Construction work of subsurface drain,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,S.B Nirman Sewa,S.B Nirman Sewa,,,Single,,14-01-2024,13-01-2023,,13-01-2023,11982401.62,,,09/Bhadrapur/Mun/NCB/Works,No,0.00,70,,Works,NCB,Construction of subsurface drain of sangam chowk to bhansar road Bhadrapur-5/6/8,2566,"Bhadrapur Municipality, Jhapa",100,,,Goverment,03-07-2019,5732748.62,606432241,,,0,09/Bhadrapur/Mun/NCB/Works
,,Only e-Bid,05/078/79/BSMC/Works/NCB,05/078/79/BSMC/Works/NCB,,"Butwal-12, Rupandehi",20423682.83,02-12-2021,05/078/79/BSMC/Works/NCB,Construction of Black Top Road With Side Drain,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Babul-Narayan J/V,Babul Nirman Sewa,Narayan Nirman Sewa,,Joint Venture,,15-03-2023,16-03-2022,,15-03-2022,29878878.53,2078/79,,05/078/79/BSMC/Works/NCB,No,10521010.50,50,,Works,NCB,,909,Butwal Sub-Metropolitan City,60,40,,Internal Resource,02-12-2021,10521010.50,300117305,300030857,,0,05/078/79/BSMC/Works/NCB
,,Only e-Bid,10/078/79/BSMC/Works/NCB,10/078/79/BSMC/Works/NCB,,"Buddhanagar-10, Kathmandu",18058875.95,06-01-2022,10/078/79/BSMC/Works/NCB,"Construction of Road with Side Drain and Culvert, Butwal-11, Devipath (Devsiddha Chowk to Simana Sadak)",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Galwa-Jagadamba J/V,Galwa Nirman Sewa Pvt. Ltd.,Jagadamba Builders Pvt. Ltd.,,Joint Venture,,04-05-2023,05-05-2022,,04-05-2022,29976637.12,2078/79,,10/078/79/BSMC/Works/NCB,No,17507821.99,97,,Works,NCB,"Construction of Road with Side Drain and Culvert, Butwal-11, Devipath (Devsiddha Chowk to Simana Sadak)",909,Butwal Sub-Metropolitan City,51,49,,Internal Resource,06-01-2022,17507821.99,300063897,301789972,,0,10/078/79/BSMC/Works/NCB
,,Only e-Bid,,,,"Birendranagar-06, Surkhet",62731800.57,08-07-2020,07/076-077/NCB/Works/WS/WSIEDO-Surkhet,Taranga Lift WSP,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Mrit Sanjiwani-K.S.K. JV,Mrit Sanjiwani Nirman Sewa Pvt. Ltd.,K.S.K. Construction Company Pvt. Ltd.,,Joint Venture,,,,,14-01-2023,67426990.56,,,07/076-077/NCB/Works/WS/WSIEDO-Surkhet,No,1448300.00,79,,Works,NCB,Lift WSP,4929,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",51,49,,Goverment,14-07-2020,47950858.94,605910582,605938939,,0,07/076-077/NCB/Works/WS/WSIEDO-Surkhet
,,Only e-Bid,,,,Surkhet,11129971.80,10-06-2022,03/078-079/NCB/Works/WSP/DWIED-Surkhet,Construction of Overhead Tank Bishalbazar,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Babita-Bidari JV,"Babita Nirman Sewa, Birendranagar-04, Surkhet","Bidari Nirman Sewa, Swambhu, Kathmandu.",,Joint Venture,,,,,05-07-2023,11170115.70,2078/79,,03/078-079/NCB/Works/WSP/DWIED-Surkhet,No,8904000.00,20,,Works,NCB,RCC Overhead Tank,4929,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",51,49,,Goverment,15-06-2022,2000000.00,605455764,606816818,,0,03/078-079/NCB/Works/WSP/DWIED-Surkhet
,,Only e-Bid,a,,,"Chotkawa, Maryadpur, Rupandehi",56463805.21,03-07-2022,WRIDDO/Kapilvastu/NCB/Gaddaghat.A-05/078-079,"Construction of Guide bund and afflux bund, Headworks, Canal lining, VRBs, Retaining wall and proportional divider of Gaddaghat IP",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Chandi Nirman Sewa, Chotkawa, Maryadpur, Rupandehi",chandi nirman Sewa,,,Single,,03-07-2025,03-07-2024,,02-07-2024,60785590.34,2078/79,,WRIDDO_KAP-05/078-79,No,100.00,0,,Works,NCB,"Construction of Guide bund and afflux bund, Headworks, Canal lining, VRBs, Retaining wall and proportional divider of Gaddaghat IP",308,Water resources and Irrigation Development Division Kapilvastu,100,,,Goverment,04-07-2022,4990000.00,300029851,,,0,WRIDDO/Kapilvastu/NCB/Gaddaghat.A-05/078-079
,,Only e-Bid,a,,,"Kapilvastu-02, Taulihawa",46691512.83,04-07-2022,WRIDDO/Kapilvastu/NCB/Gaddaghat.B-06/078-079,"Construction of Canal lining, Field outlet, Footbridge, drop structure and main canal reshaping of Gaddaghat IP",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Tapeswori Nirman Sewa,Tapeswori Nirman Sewa,,,Single,,06-07-2025,06-07-2024,,05-07-2024,55403504.74,2079/80,,WRIDDO_KAP-06/078-79,No,100.00,0,,Works,NCB,"Construction of Canal lining, Field outlet, Footbridge, drop structure and main canal reshaping of Gaddaghat IP",308,Water resources and Irrigation Development Division Kapilvastu,100,,,Goverment,05-07-2022,4100000.00,300116704,,,0,WRIDDO/Kapilvastu/NCB/Gaddaghat.B-06/078-079
Covid,,Only e-Bid,,,,"Sandhikharka-01, Arghakhanchi",179235803.43,15-06-2021,RIDO-ARG-W-NCB-75-2077/078,"Upgrading of Patauti Durgaphat Kukhure Deurali Kharjyang Ranibas Simichaur Tamghas Road ( Patauti Durgaphat Kharjyang Section, Ch: 0+000 to 15+080)",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S Motidan- PTR Adhikari- Rajeshwori J.V.,"M/S Motidan Construction Sewa Pvt. Ltd.,Maharajgunj, Kathmandu","M/S PTR Adhikari Construction Pvt. Ltd., Sandhikharka-01","M/S Rajeshwori Construction Pvt. Ltd., Chhatrakot-04, Gulmi",Joint Venture,,17-07-2024,17-07-2023,,16-07-2023,303558710.72,2077/78,,RIDO-ARG-W-NCB-75-2077/078,Yes,75.00,25,,Works,NCB,"Earthwork, Gabion Masnory, Stone Masnory and DBST Work",3401,"Road Infrastructure Development Office, Arghakhanchi",34,33,33,Goverment,15-06-2021,64218193.70,303585176,606620701,603532409,0,RIDO-ARG-W-NCB-75-2077/078
,,Only e-Bid,BORGNE00280911,,,Kathmandu,6233101.95,31-07-2022,24-145-078-79-NCBW-KMC,"Road and Sewer Works at Shubhakamana Tole, Alkapuri Marg, Ekal Galli and Namuna Marga at KMC - 16",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,K.B.K. Construction Pvt. Ltd.,K.B.K Construction Pvt. Ltd,,,Single,,29-01-2024,30-01-2023,,30-01-2023,7825583.56,2078/79,,24-145-078-79-NCBW-KMC,No,6233101.95,0,,Works,NCB,"Road and Sewer Works at Shubhakamana Tole, Alkapuri Marg, Ekal Galli and Namuna Marga at KMC - 16",1422,Kathmandu Metropolitan City Office,100,,,Internal Resource,31-07-2022,0.00,609559462,,,0,24-145-078-79-NCBW-KMC
Covid,,Only e-Bid,,,,"Balkhu 14, Kathmandu",126205901.93,25-03-2021,RIDO-ARG-W-NCB-38-2077/078,Upgrading of Sandhikharka-Gachhe-Dhikura-Dhancaur-Jukena-Jaluke- Lamatal-Badidamar-Chite-Rampur Road (Gachhe-Dhikura-Dhanchaur Todke Section),Completed,Unit rate contract,Nepal,Nepal,--Select Country--,M/S Sapana- Kasthamandap J.V.,"M/S Sapana Nirman Sewa Pvt. Ltd.,Hetauda 02, Makwanpur","M/S Kasthamandap Construction Pvt. Ltd., Balkhu 14, Kathmandu",,Joint Venture,,15-01-2024,15-01-2023,,14-01-2023,260104088.97,2077/78,,RIDO-ARG-W-NCB-38-2077/078,Yes,0.00,100,,Works,NCB,"Earthwork, Stone Masonry and Gabion Masonry and Sub Base Gravelling Work.",3401,"Road Infrastructure Development Office, Arghakhanchi",51,49,,Goverment,25-03-2021,121879484.30,300006663,300063411,,0,RIDO-ARG-W-NCB-38-2077/078
Covid,,Only e-Bid,,,,"Koteshwor, Kathmandu",218409864.58,24-03-2021,RIDO-ARG-W-NCB-39-2077/078,Upgrading of Chhatradev Ga.Pa. Pahuch Marg :Divarna Jarekhola Dharapati Chhtragunj Road (Chainage 0+000 to 13+800),In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S Kankai- Jayamata- Amar J.V.,"M/S Kankai International Builders Pvt. Ltd., Surunga, Jhapa","M/S Jayamata Engineering Construction Pvt. Ltd., Koteshwor 32, Kathmandu","M/S Amar Nirman Sewa, Sandhikharka 01, Arghakhanchi",Joint Venture,,17-07-2024,17-07-2023,,16-07-2023,354601314.29,2077/78,,RIDO-ARG-W-NCB-39-2077/078,Yes,72.96,0,,Works,NCB,"Earthwork, Stone Masonry, Gabion Masonry and Asphalt Concrete Works",3401,"Road Infrastructure Development Office, Arghakhanchi",40,30,30,Goverment,24-03-2021,79161176.98,300095281,302865938,300358528,0,RIDO-ARG-W-NCB-39-2077/078
Covid,,Only e-Bid,,,,"Sandhikharka-01, Arghakhanchi",142280822.22,04-05-2021,RIDO-ARG-W-NCB-69-2077/078,"Upgrading of Panini Rural Municipality Access Road : Ghumti Tingire (Adguri Durgaphat Section, Chainage 3+000 to 14+700)",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S World Wide- PTR Adhikari- Parbatiya J.V.,"M/S World Wide Construction Pvt. Ltd., Raniban, Kathmandu","M/S PTR Adhikari Construction Pvt. Ltd., Sandhikharka-01","M/S Parbatiya Construction Pvt. Ltd., Sahyoginagar 32, Kathmandu",Joint Venture,,17-07-2024,17-07-2023,,16-07-2023,245947890.53,2077/78,,RIDO-ARG-W-NCB-69-2077/078,Yes,66.91,0,,Works,NCB,"Earthwork, Stone Masonry, Gabion Masonry and DBST Works.",3401,"Road Infrastructure Development Office, Arghakhanchi",34,33,33,Goverment,04-05-2021,61062614.11,301875211,606620701,600624271,0,RIDO-ARG-W-NCB-69-2077/078
Covid,,Only e-Bid,,,,"Sandhikharka-01, Arghakhanchi",214790425.14,26-03-2021,RIDO-ARG-W-NCB-40-2077/078,Upgrading of Malarani RM Access Road : Chyandanda Diverna Khana Khanadaha Dandakatari Road (Chainage 0+000 to 16+000),In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,M/S Motidan- PTR Adhikari J.V.,"M/S Motidan Construction Sewa Pvt. Ltd.,Maharajgunj, Kathmandu","M/S PTR Adhikari Construction Pvt. Ltd., Sandhikharka-01",,Joint Venture,,17-07-2024,17-07-2023,,16-07-2023,345566015.85,2077/78,,RIDO-ARG-W-NCB-40-2077/078,Yes,59.92,0,,Works,NCB,"Earthwork, Stone Masonry, Gabion Masonry and DBST Works.",3401,"Road Infrastructure Development Office, Arghakhanchi",51,49,,Goverment,26-03-2021,107261463.73,303585176,606620701,,0,RIDO-ARG-W-NCB-40-2077/078
,,Only e-Bid,,,,Gulmi,129299831.07,01-07-2022,MBHPG/33701122/078-79/BC-09,"Construction of Simply Supported, Cast-in-Situ, 2 Webbed Pre-stressed Concrete Slab-Deck Bridge (2x30.0m Span, Total Length 64.15 m) over Nisti Khola along Kharibot - Chisapani Road, Gulmi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Sunil Samir Nirman Sewa Pvt. Ltd., Gulmi",Sunil Samir Nirman Sewa Pvt. Ltd.,,,Single,,,,,,130340475.59,2078/79,,MBHPG/Notice/05/078-79,No,129299831.07,0,,Works,NCB,"Construction of Simply Supported, Cast-in-Situ, 2 Webbed Pre-stressed Concrete Slab-Deck Bridge (2x30.0m Span, Total Length 64.15 m) over Nisti Khola along Kharibot - Chisapani Road, Gulmi",318,"Madan Bhandari Road Project,Tamghas Gulmi",100,,,Goverment,01-07-2022,0.00,305512053,,,0,MBHPG/33701122/078-79/BC-09
Covid,,Only e-Bid,,,,"Nayagaon 07, Gulmi",194990887.02,13-07-2020,RIDO-ARG-W-NCB-136-2076/077,Upgrading of Sandhikharka-Balkot-Tamghas Road (Balkot-Neta Section),In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,M/S Sunil Samir- Kusheshwor J.V.,"M/S Sunil Samir Nirman Sewa Pvt. Ltd., Nayagaon 07, Gulmi","M/S Kusheshwor Construction Pvt. Ltd., Koteshwor, Kathmandu",,Joint Venture,,14-07-2024,14-07-2023,,13-07-2023,279127451.45,,,RIDO-ARG-W-NCB-136-2076/077,Yes,58.78,0,,Works,NCB,"Earthwork, Stone Masonry, Gabion Masonary and DBST Works.",3401,"Road Infrastructure Development Office, Arghakhanchi",50,50,,Goverment,13-07-2020,94519782.32,305512053,300055665,,0,RIDO-ARG-W-NCB-136-2076/077
,,Only e-Bid,,,,Gulmi,72189188.66,09-02-2022,MBRPG/33701122/078-79/BC-04,"Construction of Pre-stressed Concrete Bridge (1x40m Span, Total Length 41.2 m) over Panaha Khola at Simajhulkine , Gulmi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sunil Samir Nirman Sewa Pvt. Ltd.,Sunil Samir Nirman Sewa Pvt. Ltd.,,,Single,,,,,,73519855.34,2078/79,,MBRPG/Notice/02/078-79,No,72189188.66,0,,Works,NCB,"Construction of Pre-stressed Concrete Bridge (1x40m Span, Total Length 41.2 m) over Panaha Khola at Simajhulkine , Gulmi",318,"Madan Bhandari Road Project,Tamghas Gulmi",100,,,Goverment,09-02-2022,0.00,305512053,,,0,MBRPG/33701122/078-79/BC-04
Covid,,Only e-Bid,,,,"Sandhikharka 01, Arghakhanchi",264776538.33,18-04-2022,RIDO-ARG-W-NCB-02-2078/079,"Upgrading of Sandhikharka-Gachhe-Dhikura-Dhancaur-Jukena-Jaluke- Lamatal-Badidamar-Chite-Rampur Road (Todke - Lamatal Section, Ch.: 18+160 to Ch.: 47+777)",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S Rautaha- AEBC- Amar J.V.,"M/S Rautaha Construction Pvt. Ltd., Triyuga Municipality 02, Udayapur","M/S Arghakhanchi Engineers & Builders Company Pvt. Ltd., Siddharthanagar 09, Rupandehi","M/S Amar Nirman Sewa, Sandhikharka 01, Arghakhanchi",Joint Venture,,16-07-2025,16-07-2024,,15-07-2024,420807671.73,2078/79,,RIDO-ARG-W-NCB-02-2078/079,Yes,94.64,0,,Works,NCB,"Earthwork, Stone Masonry, Gabion Masonry and Sub Base Gravelling Works.",3401,"Road Infrastructure Development Office, Arghakhanchi",34,33,33,Goverment,18-04-2022,60718083.83,302606786,606875569,300358528,0,RIDO-ARG-W-NCB-02-2078/079
,,Only e-Bid,0,0,0,RUPANDEHI,97799327.07,28-06-2022,RIDOKAP/10134/NCB/078-79/111,"BIMIHA CHOEK DEKHI MADHUNAGRA, MAHADEV, MADARGADH TO SOHSA ROAD, KAPILVASTU",In-Progress,Unit rate contract,Nepal,Nepal,MarshallIslands,ASIATIC-RIJAL JV,ASIATIC ENGINEERS AND BUILDERS,RIJAL CONSTRUCTION AND BUILDERS PVT. LTD.,0,Joint Venture,,28-12-2024,28-12-2023,,27-12-2023,109648939.35,2078/79,,05/REIDOKAP/078-79/111,No,0.00,0,,Works,NCB,CONSTRUCTION OF ASPHALT ROAD,4749,"Road Infrastructure Developmant Office, Kapilvastu",51,49,0,Goverment,30-06-2022,0.00,300211892,609526901,0,0,RIDOKAP/10134/NCB/078-79/111
,,Only e-Bid,0,0,0,RUPANDEHI,53167809.05,20-06-2022,RIDOKAP/10134/NCB/078-79/112,"CHAKARCHAURA-DOHANI-PACHEHARA ROAD, KAPILVASTU",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,BATAJU-ASIYALI JV,BATAJU CONSTRUCTION,ASIYALI CONSTRUCTION AND SERVICES,0,Joint Venture,,19-06-2024,20-06-2023,,19-06-2023,58409583.40,2078/79,,05/RIDOKAP/078-79/112,No,0.00,0,,Works,NCB,CONSTRUCTION OF DBSD ROAD,4749,"Road Infrastructure Developmant Office, Kapilvastu",60,40,0,Goverment,26-06-2022,0.00,605440779,603318717,0,0,RIDOKAP/10134/NCB/078-79/112
,,Only e-Bid,0,,,KAPILVASTU,19776706.64,21-06-2022,RIDOKAP/10134/NCB/078-79/113,"LODDIH EAST BOX CULVERT CONSTRUCTION, KAPILVASTU",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,SHREE RAM NIRMAN SEWA,SHREE RAM NIRMAN SEWA,,,Single,,20-06-2024,21-06-2023,,20-06-2023,20925313.54,2078/79,,05/RIDOKAP/078-79/113,No,0.00,0,,Works,NCB,CONSTRUCTION OF BOX CULVERT,4749,"Road Infrastructure Developmant Office, Kapilvastu",100,,,Goverment,26-06-2022,0.00,300359785,,,0,RIDOKAP/10134/NCB/078-79/113
,,Only e-Bid,0,0,0,RUPANDEHI,67708952.44,05-07-2022,RIDOKAP/10134/NCB/078-79/114,"JHARUWA CHOWK DEKHI BITHUWA HUDAI CHOTI DIHWA TO NEPAL BORDER, KAPILVASTU",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,MAHESH-BATAJU JV,MAHESH ENGINEERING AND BUILDERS PVT. LTD.,BATAJU CONSTRUCTION,0,Joint Venture,,04-01-2025,05-01-2024,,04-01-2024,84140447.80,2078/79,,06/RIDOKAP/078-79/114,No,0.00,0,,Works,NCB,CONSTRUCTION OF BOX CULVERT AND GRAVEL ROAD,4749,"Road Infrastructure Developmant Office, Kapilvastu",50,50,0,Goverment,08-07-2022,0.00,609603343,605440779,0,0,RIDOKAP/10134/NCB/078-79/114
,,Only e-Bid,17/078/79/BSMC/Works/NCB,,,"Madhyapur Thimi-1, Bhaktapur",4749276.64,13-03-2022,17/078/79/BSMC/Works/NCB,"Construction of Black Top Road, Butwal-14, Belbhariya School to Mountain Truss",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Wide Angle Nirman Sewa,Wide Angle Nirman Sewa,,,Single,,13-06-2023,14-06-2022,,13-06-2022,7200266.09,,,17/078/79/BSMC/Works/NCB,No,0.00,0,,Works,NCB,"Construction of Black Top Road, Butwal-14, Belbhariya School to Mountain Truss",909,Butwal Sub-Metropolitan City,100,,,Internal Resource,13-03-2022,0.00,609932814,,,0,17/078/79/BSMC/Works/NCB
,,Only e-Bid,22/078/79/BSMC/Works/NCB,,,"Tokha-08, Kathmandu",7531078.75,23-03-2022,22/078/79/BSMC/Works/NCB,"Construction of Black Top Road, Belbhariya Chowk to Krishi Bazar Karshaghat Bridge Second Package",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Nadiya Construction Pvt., Ltd.","Nadiya Construction Pvt., Ltd.",,,Single,,29-06-2023,30-06-2022,,29-06-2022,11644978.47,2078/79,,22/078/79/BSMC/Works/NCB,No,1491710.61,20,,Works,NCB,"Construction of Black Top Road, Belbhariya Chowk to Krishi Bazar Karshaghat Bridge Second Package",909,Butwal Sub-Metropolitan City,100,,,Internal Resource,23-03-2022,1491710.61,609985072,,,0,22/078/79/BSMC/Works/NCB
,,Only e-Bid,15/078/79/BSMC/Works/NCB,,,"New Baneshwor, Kathmandu",53239513.84,10-03-2022,15/078/79/BSMC/Works/NCB,"Construction of Kulla Manch with Boundary Wall, Butwal-11, Devinagar",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Shiv Shakti Construction Company Pvt., Ltd","Shiv Shakti Construction Company Pvt., Ltd",,,Single,,08-06-2024,09-06-2023,,08-06-2023,55188151.98,2078/79,,15/078/79/BSMC/Works/NCB,No,7336292.27,14,,Works,NCB,"Construction of Kulla Manch with Boundary Wall, Butwal-11, Devinagar",909,Butwal Sub-Metropolitan City,100,,,Internal Resource,10-03-2022,7336292.27,500007466,,,0,15/078/79/BSMC/Works/NCB
