sl_no,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status,contract_code,SCPType,beneficialOwner,biddingProcess,bolpatraId1,bolpatraId2,bolpatraId3,contractAddress,contractDate,contractType,contractorCountry1,contractorCountry2,contractorCountry3,contractorGenericName,contractorName1,contractorName2,contractorName3,contractorType,deliveryDate,dlpEndDate,dlpStartDate,donorParty,endOrCompleteDate,estimatedCost,fiscalYear,grantLoanNo,ifbNo,isSCP,outstandingValue,percentageOfCompletion,postValidationDate,projectDescription,publicEntity,publicEntityName,sharedPercentage1,sharedPercentage2,sharedPercentage3,sourceOfFund,startDate,totalPayment,vat_no1,vat_no2,vat_no3,warrantyPeriod,contract_id
699,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Dhobi Khola Trail Bridge",10170000.0,Works,NCB,Completed,CTP-46/076/77,,,Only e-Bid,,,,"Ota, Rolpa",12-07-2020,Lump sum contract,Nepal,--Select Country--,--Select Country--,Sharmila Construction Sewa,Sharmila Construction Sewa,,,Single,,11-07-2022,12-07-2021,,11-07-2021,16760854.69,,,41-50/076/77,No,0.0,100,,Dhobi Khola Ilam Dhobi Khola 231.00	D,289,Suspension Bridge Division (SBD),100,,,Goverment,12-07-2020,10233699.0,300003471,,,0,CTP-46/076/77
700,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kumaltar Bahuban, Fulmayadaha , Siddhi Khola, Bimire Narkate and Lahanitar Trail Bridges",48526720.0,Works,NCB,In-Progress,CTP-23/076/77,,,Only e-Bid,,,,"KMC-10, Old Baneshwor",13-07-2020,Lump sum contract,Nepal,Nepal,Nepal,"Adhikari-Birat JV,",Birat Construction Co. Ltd,Adhikari. Nirman Sewa,,Joint Venture,,12-01-2023,13-01-2022,,12-01-2022,64030817.83,,,NCB-23-40/076/77,No,48526720.0,0,,"Kumaltar Bahuban, Ilam	Kumal  span-141.40/N
Fulmayadaha, Ilam Puwa khola	span-123.00/D
Siddhi Khola,Ilam Siddhi khola	span-273.00/D
Bimire Narkate	Morang	Mugu khola span-163.00/D
Lahanitar, Dhankutta	Arun river span-135.00/D",289,Suspension Bridge Division (SBD),50,50,,Goverment,13-07-2020,0.0,500114955,300447374.0,,0,CTP-23/076/77
701,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Boudhhagumba Aalamdevi Trail Bridge",10169887.0,Works,NCB,Completed,CTP-47/076/77,,,Only e-Bid,,,,"Ota-1, Rolpa",12-07-2020,Lump sum contract,Nepal,Nepal,--Select Country--,Sharmila-Asian Engineering JV,Sharmila Construction Sewa,Asian Engineering Construction Pvt.Ltd.,,Joint Venture,,11-07-2022,12-07-2021,,11-07-2021,15248239.91,,,41-50/076/77,No,0.0,100,,Boudhhagumba Aalamdevi	Syanga/Palpa	Kaligandaki	 River 150.00	D,289,Suspension Bridge Division (SBD),51,49,,Goverment,12-07-2020,9358233.0,300003471,606606118.0,,0,CTP-47/076/77
702,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chiping Khola and Likhubesi Pasaltar Trail Bridges",23769966.81,Works,NCB,In-Progress,CTP-25/076/77,,,Only e-Bid,,,,kathmandu-7 Kathmandu,07-07-2020,Lump sum contract,Nepal,--Select Country--,--Select Country--,Khampache Sherpa Nirman Sewa Pvt Ltd,Khampache Sherpa Nirman Sewa Pvt Ltd,,,Single,,14-07-2023,15-07-2022,,14-07-2022,31501975.24,,,NCB-23-40/076/77,No,6579015.81,0,,"Chiping Khola, Sindhupalchowk	Chiping khola	span-244.00/D
Likhu besi Pasaltar, Ramechhap/Okhaldhunga Likhu span-171.00/D",289,Suspension Bridge Division (SBD),100,,,--Select source of Fund --,07-07-2020,17190951.0,301331942,,,0,CTP-25/076/77
703,"Infrastructure Development Office, Gorkha","Upgrading of Gorkha Hospital-Baraha -Phinam Road, Gorkha",98070561.71,Works,NCB,In-Progress,IDO/LAMJUNG/NCB/W/DHO/01/076-077,Others,,Only e-Bid,IDO/LAMJUNG/NCB/W/DHO/01/076-077,,,Makwanpur,09-09-2020,Unit rate contract,Nepal,--Select Country--,--Select Country--,Baniya Nirman Sewa Pvt.Ltd,Baniya Nirman Sewa Pvt.Ltd,,,Single,,07-10-2023,07-09-2022,,07-09-2022,148295387.0,2078/79,,IDO/LAMJUNG/NCB/W/DHO/01/076-077,Yes,0.0,85,,"Upgrading of Gorkha Hospital-Baraha -Phinam Road, Gorkha",3932,"Infrastructure Development Office, Gorkha",100,,,Goverment,18-09-2020,85828194.98,603515415,,,0,IDO/LAMJUNG/NCB/W/DHO/01/076-077
704,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Lalpani Multispan Trail Bridge",88308192.83,Works,NCB,In-Progress,NCB-34/076/77,,,--Select Bidding Process --,,,,"Ratopul,Kathmandu",15-07-2020,Unit rate contract,Nepal,Nepal,--Select Country--,Pasupati/Hari Hari JV,Pashupati Nirma Sewa Pvt. Ltd,Hari Hari Nirman Sewa Pvt.Ltd,,Joint Venture,,13-07-2023,14-07-2022,,13-07-2022,124477455.6,,,NCB-23-40/076/77,No,59541895.83,0,,"Lalpani Multispan, Jhapa over Kankai River span-644.20/MN",289,Suspension Bridge Division (SBD),55,45,,Goverment,15-07-2020,28766297.0,300079531,302475090.0,,0,NCB-34/076/77
705,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  MulsamTrail Bridge",20038666.29,Works,NCB,In-Progress,CTP-48/076/77,,,Only e-Bid,,,,"Budhanilkantha-12, Kapan",12-07-2020,Lump sum contract,Nepal,Nepal,Nepal,Elite/B.L.T. JV,Elite Construction Company Pvt. Ltd,BLT Construction Pvt Ltd,,Joint Venture,,08-01-2024,09-01-2023,,08-01-2023,26782502.77,,,41-50/076/77,No,20038666.29,0,,Mulsam	Dolpa	Karnali	River 141.00	D,289,Suspension Bridge Division (SBD),70,30,,Goverment,12-07-2020,0.0,300057854,305576918.0,,0,CTP-48/076/77
706,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Indrawati Multispan Trail Bridge",66414323.9,Works,NCB,In-Progress,NCB-35/076/77,,,--Select Bidding Process --,,,,"KMC-10, New Baneshwor",10-07-2020,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kanchharam-I.D.-Swarnim J.V,Kanchharam Construction Company Private Limited,I.D. Construction Pvt. Ltd,Swarnim Nirman Sewa,Joint Venture,,08-07-2024,09-07-2023,,08-07-2023,98408189.23,,,NCB-23-40/076/77,No,66414323.9,0,,"Indrawati Multispan, Sindhupalchowk	Indrawati span-442.87/MN",289,Suspension Bridge Division (SBD),40,35,25,Goverment,10-07-2020,0.0,300322820,605889503.0,606597562.0,0,NCB-35/076/77
707,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Ghatapata,  Devi Dhoganna,  Ratapani  Trail Bridge",20679000.0,Works,NCB,In-Progress,CTP-10/075/76,,,Only e-Bid,,,,"KMC-32, Putalisadak",27-02-2019,Lump sum contract,Nepal,Nepal,--Select Country--,Hirachan/BLT JV,Hirachan Construction Company Pvt Ltd,BLT Construction Pvt Ltd,,Joint Venture,,24-04-2024,24-04-2023,,23-04-2023,30039874.14,,,NCB-1-10/075/76,No,6893000.0,60,,"Ghatapata, 	Mugu	Khatyad 	121	D
Devi Dhoganna, 	Mugu	Khatyad 	125	D
Ratapani	Mugu	Khatyad 	121	D",289,Suspension Bridge Division (SBD),51,,,Goverment,27-02-2019,13786000.0,300030040,305576918.0,,0,CTP-10/075/76
708,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Chepe,  Kyogma Trail Bridge",31640000.0,Works,NCB,In-Progress,CTP-26/075/76,,,Only e-Bid,,,,"Sukidaha-1, Rolpa",29-09-2019,Lump sum contract,Nepal,Nepal,--Select Country--,"Harihari/ Sharmila JV, Rolpa",Hari Hari Nirman Sewa Pvt Ltd,Sharmila Construction Sewa,,Joint Venture,,28-09-2022,28-09-2021,,27-09-2021,55412801.36,,,NCB-23-35/075/76,No,24217670.0,35,,"Chepe, 	Lamjung/ Gorkha	Chepe	        122	D
Kyogma	Gorkha	        Budhigandaki	220	D",289,Suspension Bridge Division (SBD),51,49,,Goverment,29-09-2019,6411230.0,302475090,300003471.0,,0,CTP-26/075/76
709,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Bokchegauda and Nalla Chhipra Trail Bridge",16929660.0,Works,NCB,In-Progress,CTP-31/075/76,,,Only e-Bid,,,,"Simikot-8, Humla",17-09-2019,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kangri Nirman Sewa Pvt Ltd,Kangri Nirman Sewa Pvt Ltd,,,Single,,15-07-2023,15-07-2022,,14-07-2022,20021911.86,,,NCB-23-35/075/76,No,4229364.0,75,,"Bokchegauda, 	Humla	Karnali	89	D
Nalla Chhipra	Humla	Karnali	60	N",289,Suspension Bridge Division (SBD),100,,,Goverment,17-09-2019,12700296.0,300378119,,,0,CTP-31/075/76
710,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Dilbagar Ratadhunga Trail Bridge",9547370.0,Works,NCB,In-Progress,CTP-32/075/76,,,Only e-Bid,,,,"Bherimalika-4, Jajarkot",10-09-2019,Lump sum contract,Nepal,--Select Country--,--Select Country--,P.S. Construction Sewa,P.S. Construction Sewa,,,Single,,08-03-2022,08-03-2021,,07-03-2021,15197796.83,,,NCB-23-35/075/76,No,9547370.0,0,,"Dilbagar Ratadhunga, 	Bajhang	Seti	159.4	N",289,Suspension Bridge Division (SBD),100,,,Goverment,10-09-2019,0.0,300310072,,,0,CTP-32/075/76
711,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Bartighat,  Mal Trail Bridge",30849000.0,Works,NCB,In-Progress,CTP-35/075/76,,,Only e-Bid,,,,"KMC-7, Chuchchepati",02-09-2019,Lump sum contract,Nepal,Nepal,Nepal,Khampache/ Rubina JV,Khampache Sherpa Nirman Sewa Pvt Ltd,RUBINA NIRMAN SEWA PVT. LTD,,Joint Venture,,15-07-2023,15-07-2022,,14-07-2022,37279459.76,,,NCB-23-35/075/76,No,5796900.0,81,,"Bartighat, 	Darchula	Mahakali	116	D
Mal	        Darchula	Mahakali	135	D",289,Suspension Bridge Division (SBD),60,40,,Goverment,02-09-2019,25052100.0,301331942,300019250.0,,0,CTP-35/075/76
712,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Fakland Tapu,  Chisang  Khola  Trail Bridge",29176600.0,Works,NCB,In-Progress,CTP-36/075/76,,,Only e-Bid,,,,"Khandbari-6, Sankhuwasabha",25-10-2019,Lump sum contract,Nepal,--Select Country--,--Select Country--,Rubina Nirman Sewa Pvt Ltd,Rubina Nirman Sewa Pvt Ltd,,,Single,,16-09-2023,16-09-2022,,15-09-2022,34272705.2,,,NCB-36-42/075/76,No,12042817.0,60,,"Fakland Tapu, 	Jhapa	Dudhekhola	        136.6	N
Chisang  Khola	Morang	Chisang khola   	167.8	N",289,Suspension Bridge Division (SBD),100,,,Goverment,25-10-2019,17133783.0,300019250,,,0,CTP-36/075/76
713,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi",Procurement Of Steel Parts of Chinakhet Steel Truss Bridge,1449714.74,Goods,Sealed Quotation,Completed,BM/SQ/G/03/078-79(RE),,Subash Chandra Pokhrel,Only e-Bid,,,,Industrial Area Butwal,11-08-2022,Framework or unit rate contract,Nepal,--Select Country--,--Select Country--,S.K. Engineering industries,S.K. Engineering industries,,,Single,11-10-2022,,,,12-10-2022,1463909.61,,,BM/SQ/G/03/078-79(RE),No,0.0,100,31-10-2023,Steel parts Precurement,1148,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi",100,,,Goverment,11-08-2022,0.0,300031043,,,12,BM/SQ/G/03/078-79(RE)
714,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi",Procurement Of Steel Parts of Bhakimli thulo khola Steel Truss Bridge,1641697.9,Goods,Sealed Quotation,Completed,BM/SQ/G/04/078-79(RE),,Subash Chandra Pokhrel,Only e-Bid,,,,Industrial Area Butwal,11-08-2022,Framework or unit rate contract,Nepal,--Select Country--,--Select Country--,S.K. Engineering industries,S.K. Engineering industries,,,Single,11-10-2022,,,,12-10-2022,1661138.32,,,BM/SQ/G/04/078-79(RE),No,0.0,100,31-10-2023,Procurement Of Steel Parts,1148,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi",100,,,Goverment,11-08-2022,0.0,300031043,,,12,BM/SQ/G/04/078-79(RE)
715,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Devasthal Kalikhola,  Lopre,  Devalkhalachour  Trail Bridge",42332060.0,Works,NCB,In-Progress,CTP-40/075/76,,,Only e-Bid,,,,"Simikot-8, Humla",14-10-2019,Lump sum contract,Nepal,--Select Country--,--Select Country--,Kangri Nirman Sewa Pvt Ltd,Kangri Nirman Sewa,,,Joint Venture,,15-07-2023,15-07-2022,,14-07-2022,55450748.91,,,NCB-36-42/075/76,No,5950158.0,85,,"Devasthal Kalikhola, 	Salyan/ Jajarkot	Bheri	227.8	N
Lopre, 	                Dailekh/ Achham	        Karnali	147	D
Devalkhalachour	        Jumla	                Tila	190	D",289,Suspension Bridge Division (SBD),100,,,Goverment,14-10-2019,36381902.0,300378119,,,0,CTP-40/075/76
716,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Thotne,  Pilampa,  Rawa (Jalapa)   Trail Bridge",26442000.0,Works,NCB,In-Progress,CTP-02/074/75,,,Only e-Bid,,,,"KMC-34, Bhimsengola",08-08-2018,Lump sum contract,Nepal,--Select Country--,--Select Country--,Nilgiri Nirman Sewa Pvt Ltd,Nilgiri Nirman Sewa Pvt Ltd,,,Single,,14-04-2023,14-04-2022,,13-04-2022,35310532.63,,,NCB-1-11/074/75,No,3708272.0,86,,"Thotne, 	Okhaldhunga	Thotne	183	D
Pilampa,	Khotang	        Pilampa 182	D
Rawa (Jalapa)	Khotang	        Rawa 	163	D",289,Suspension Bridge Division (SBD),100,,,Goverment,08-08-2018,22871200.0,500166657,,,0,CTP-02/074/75
717,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Deurali Odar,  Rukumgad,  Ri Khola   Trail Bridge",27572000.0,Works,NCB,In-Progress,CTP-06/074/75,,,Only e-Bid,,,,"KMC-34, Bhimsengola",08-08-2018,Lump sum contract,Nepal,--Select Country--,--Select Country--,Nilgiri Nirman Sewa Pvt Ltd,Nilgiri Nirman Sewa Pvt Ltd,,,Single,,11-01-2024,11-01-2023,,10-01-2023,38802960.93,,,NCB-1-11/074/75,No,20317400.0,40,,"Deurali Odar, 	Rukum	Rukumgad	252	D
Rukumgad, 	Rukum	Rukumgad	123	D
Ri Khola	Rolpa	Rikhola	        130	D",289,Suspension Bridge Division (SBD),100,,,Goverment,08-08-2018,7254600.0,500166657,,,0,CTP-06/074/75
718,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Sanibheri Jyamirkhet,  Tripurakot Trail Bridge",33893220.0,Works,NCB,In-Progress,CTP-07/ 074/75,,,Only e-Bid,,,,"KMC-34, Bhimsengola",08-08-2018,Lump sum contract,Nepal,--Select Country--,--Select Country--,Nilgiri Nirman Sewa Pvt Ltd,Nilgiri Nirman Sewa Pvt Ltd,,,Single,,03-01-2024,03-01-2023,,02-01-2023,50595525.55,,,NCB-1-11/074/75,No,8136000.0,76,,"Sanibheri Jyamirkhet, 	Rukum	Sani Bheri	322	D
Tripurakot	        Dolpa	Bheri	        121	D",289,Suspension Bridge Division (SBD),100,,,Goverment,08-08-2018,25757220.0,500166657,,,0,CTP-07/ 074/75
719,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sawa Khola Ratmate Tamakoshi (Khimti Jyamire) Trail Bridge",19210000.0,Works,NCB,In-Progress,CTP-49/076/77,,,Only e-Bid,,,,"Manthali-1, Ramechhap",12-07-2020,Lump sum contract,Nepal,Nepal,Nepal,Khampache/Nile/Ramechhap JV,Khampache Sherpa Nirman Sewa Pvt Ltd,Nile Construction Pvt.Ltd.,Ramechhap Panchpokhari Nirman Sewa,Joint Venture,,11-01-2023,12-01-2022,,11-01-2022,26708350.4,,,41-50/076/77,No,19210000.0,20,,"Sawa Khola Ratmate Khotang Sapsu 131.00	D

Tamakoshi (Khimti Jyamire) Ramechhap	Tamakoshi	140.00	D",289,Suspension Bridge Division (SBD),40,30,30,Goverment,12-07-2020,0.0,301331942,604319337.0,300168062.0,0,CTP-49/076/77
720,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Pelma Tatopani Trail Bridge",42714000.0,Works,NCB,In-Progress,CTP-16/074/75,,,Only e-Bid,,,,Banke,29-08-2018,Lump sum contract,Nepal,Nepal,Nepal,Khadka Krishna/Babiro JV,Khadka Krishna Construction,Babiro Mast Nirman Sewa Pvt Ltd,,Joint Venture,,16-12-2023,16-12-2022,,15-12-2022,61260519.27,,,NCB-12-16/074/75,No,17085600.0,60,,Pelma Tatopani	Rukum	Pelmakhola	342	D,289,Suspension Bridge Division (SBD),60,40,,Goverment,29-08-2018,25628400.0,300026775,300026283.0,,0,CTP-16/074/75
721,208 Road Division Lalitpur,Road Improvement Works on Lalitpur Konjosom Ga.pa. Nallu- Mahaankal Ga.Bi.Sa. Gothikhel Jodne Road.,12285784.0,Works,NCB,In-Progress,DROLTP/33701169-4/078/79-15,,,Only e-Bid,DROLTP/33701169-4/078/79-15,,,Lalitpur,07-04-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shaksham Nirman Sewa,Shaksham Nirman Sewa,,,Single,,10-10-2023,11-10-2022,,10-10-2022,17102211.0,2078/79,,78/79,No,12285784.0,4,,Road Improvement Works on Lalitpur Konjosom Ga.pa. Nallu- Mahaankal Ga.Bi.Sa. Gothikhel Jodne Road.,89,208 Road Division Lalitpur,100,,,Goverment,12-04-2022,539000.0,303662264,,,0,DROLTP/33701169-4/078/79-15
722,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Rawakhola (Rimkham),  Balamta Rajapani,  Sipakhola  Trail Bridge",21299935.0,Works,NCB,In-Progress,CTP-17/074/75,,,Only e-Bid,,,,kathmandu,14-11-2018,Lump sum contract,Nepal,Nepal,Nepal,Jagadamba/Dovan/Sangam JV,Jagadamba Nirman Company Pvt Ltd,Dobhan Nirman Sewa Pvt Ltd,Sangam Nirman Sewa,Joint Venture,,10-05-2021,10-05-2020,,09-05-2020,32368962.63,,,NCB-17-21/074/75,No,4045626.0,81,,"Rawakhola (Rimkham), 	Khotang	                Rawakhola 	121	D
Balamta Rajapani, 	Khotang/ Udaypur	Sunkoshi	190	D
Sipakhola	        Sindhu palchowk	        Sipakhola	121	D",289,Suspension Bridge Division (SBD),40,30,30,Goverment,14-11-2018,17254309.0,605916300,604299190.0,300134720.0,0,CTP-17/074/75
723,208 Road Division Lalitpur,"Bio Engineering Works at Gwarko Lakuri Bhanjyang Road, Lalitpur",967320.68,Works,Sealed Quotation,In-Progress,DROLTP/33731011-3/078/79/016Re,,,Only e-Bid,DROLTP/33731011-3/078/79/016Re,,,Lalitpur,17-06-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Malikarjun Construction,Malikarjun Construction,,,Single,,16-11-2023,17-11-2022,,16-11-2022,1012285.15,2078/79,,78/79,No,710641.18,0,,"Bio Engineering Works at Gwarko Lakuri Bhanjyang Road, Lalitpur",89,208 Road Division Lalitpur,100,,,--Select source of Fund --,24-06-2022,256679.5,500052482,,,0,DROLTP/33731011-3/078/79/016Re
724,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Purano Chainpur Madi Poklabang Bamsuwa Khola Trail Bridge",22713753.71,Works,NCB,In-Progress,CTP-50/076/77,,,Only e-Bid,,,,Budhanilkantha-12,12-07-2020,Lump sum contract,Nepal,Nepal,--Select Country--,Elite-B.L.T. JV,Elite Construction Company Pvt. Ltd,BLT Construction Pvt Ltd,,Joint Venture,,08-01-2024,09-01-2023,,08-01-2023,30042044.92,,,CTP-41-50/076/77,No,12114203.0,50,,"Purano Chainpur Madi  Sankhuwasabha Piluwa	121.00	D
Poklabang  Sankhuwasabha Tapuwa	164.00	D
Bamsuwa Khola Sankhuwasabha	Bamsuwa	148.00	D",289,Suspension Bridge Division (SBD),70,30,,Goverment,12-07-2020,10599550.0,300057854,305576918.0,,0,CTP-50/076/77
725,208 Road Division Lalitpur,"Road Infrastructure Development works in Bogateshwor Mahadev Mandir- Godwari Khola Road, Mahalaxmi Na.Pa.05, Tikathali,Lalitpur",1882225.06,Works,Sealed Quotation,In-Progress,DROLTP/33701137-4/078/79/019Re,,,Only e-Bid,DROLTP/33701137-4/078/79/019Re,,,Lalitpur,17-06-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shuvam Construction,Shuvam Construction,,,Single,,30-08-2023,31-08-2022,,30-08-2022,1996464.74,2078/79,,78/79,No,1882225.06,0,,"Road Infrastructure Development works in Bogateshwor Mahadev Mandir- Godwari Khola Road, Mahalaxmi Na.Pa.05, Tikathali,Lalitpur",89,208 Road Division Lalitpur,100,,,Goverment,24-06-2022,0.0,302543056,,,0,DROLTP/33701137-4/078/79/019Re
726,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Pathamari Multispan Trail Bridge",41229265.0,Works,NCB,In-Progress,NCB-01/073/74,,,Only e-Bid,,,,"KMC-10, old baneshwor",02-12-2016,Unit rate contract,Nepal,Nepal,Nepal,Nilgiri/Mahabir JV,Nilgiri Nirman Sewa Pvt Ltd,Mahabir Engineering and Construction Pvt Ltd,,Joint Venture,,14-04-2023,14-04-2022,,13-04-2022,69825047.03,,,NCB-1-12/073/74,No,33662211.0,18,,Pathamari Multispan    Jhapa	Mechi	442.45	MN,289,Suspension Bridge Division (SBD),60,40,,Goverment,02-12-2016,7567055.0,500166657,300320811.0,,0,NCB-01/073/74
727,208 Road Division Lalitpur,"Asphalt Pavement works in Champi Tikabhairab Road,Lalitpur",14358985.47,Works,NCB,In-Progress,DROLTP/33731011-3/078/79-022,,,Only e-Bid,DROLTP/33731011-3/078/79-022,,,Kathmandu,10-06-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,J.S.S. Engineering Services P. Ltd.,J.S.S. Engineering Services P. Ltd.,,,Single,,13-12-2023,14-12-2022,,13-12-2022,14997108.69,2078/79,,78/79,No,13728985.47,0,,"Asphalt Pavement works in Champi Tikabhairab Road,Lalitpur",89,208 Road Division Lalitpur,100,,,Goverment,17-06-2022,630000.0,603315406,,,0,DROLTP/33731011-3/078/79-022
728,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Igulbare and  Rumalo Trail Bridge",24182000.0,Works,NCB,In-Progress,CTP-2/073/74,,,Only e-Bid,,,,"KMC-9, Ratopul",25-01-2017,Unit rate contract,Nepal,--Select Country--,--Select Country--,Hari Hari Nirman Sewa Pvt Ltd,Hari Hari Nirman Sewa Pvt Ltd,,,Single,,15-07-2023,15-07-2022,,14-07-2022,28764695.2,,,NCB-1-12/073/74,No,1638500.0,95,,"Igulbare, 	   Bajhang	Igulbare Khola	127	N
Rumalo	           Bajhang	Seti	        130	D",289,Suspension Bridge Division (SBD),100,,,Goverment,25-01-2017,22700363.0,302475090,,,0,CTP-2/073/74
729,208 Road Division Lalitpur,Road Upgrading works in Ishimod Dhapakhel Naagdaha chowk Jharuwa Barasi Road,14222495.92,Works,NCB,In-Progress,DROLTP/33701120-4/078/79-023(Re),,,Only e-Bid,DROLTP/33701120-4/078/79-023(Re),,,Dailekh,12-07-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bhairabmast Nirman Sewa,Bhairabmast Nirman Sewa,,,Single,,11-04-2024,12-04-2023,,11-04-2023,19997164.37,2078/79,,78/79,No,13598495.92,0,,Road Upgrading works in Ishimod Dhapakhel Naagdaha chowk Jharuwa Barasi Road,89,208 Road Division Lalitpur,100,,,Goverment,14-07-2022,624000.0,616869545,,,0,DROLTP/33701120-4/078/79-023(Re)
730,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Bugadghat Trail Bridge",5609000.21,Works,NCB,In-Progress,CTP-13/073/74,,,Only e-Bid,,,,"KMC-11, Surya Marga",05-02-2017,Lump sum contract,Nepal,Nepal,--Select Country--,Chandrodaya JV Api Point,Chandrodaya Nirman Sewa,Api point engineering construction and consult Nepal Pvt Ltd,,Joint Venture,,16-12-2023,16-12-2022,,15-12-2022,9343961.96,,,13/073/74,No,5609000.21,0,,"Bugadghat, Surkhet/ Kailali Karnali	161	D",289,Suspension Bridge Division (SBD),60,40,,Goverment,05-02-2017,0.0,300283976,602471820.0,,0,CTP-13/073/74
731,"Nepalgunj Sub Metropolitan Office, Banke",Store room construction work,2450061.4,Works,NCB,In-Progress,NSMC/NCB/W02/078-079,Others,,Only e-Bid,NSMC/NCB/W02/078-079,,,"nepalgunj, banke",30-11-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,Krishnasar construction pvt ltd,Krishnasar construction pvt ltd,,,Single,,,,,30-12-2022,3227017.35,,,NSMC/NCB/W02/078-079,Yes,0.0,60,,Store room construction work,2043,"Nepalgunj Sub Metropolitan Office, Banke",100,,,Goverment,30-11-2021,1500000.0,609530948,,,0,NSMC/NCB/W02/078-079
